Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
55997,1,1,18,2,N,B,Y,B,B,D,8,L,B,15,1,A,G,N,61,18,N,14,B,1,25,1,25,2,Y,N,E,3,2
56000,7,8,6,4,G,K,Y,B,C,E,12,H,B,10,1,A,K,N,100,18,Y,14,C,2,34,1,4,5,Y,N,E,2,1
56001,1,14,21,3,E,C,N,B,B,D,12,L,B,15,1,D,I,N,86,14,N,5,A,1,31,1,1,2,Y,N,E,1,1
56002,3,7,17,3,H,K,Y,B,B,F,8,H,B,10,1,A,R,N,64,7,N,13,A,2,22,1,2,4,Y,N,C,2,11
56005,1,6,17,2,B,I,Y,B,B,E,2,H,B,15,1,A,K,Y,69,10,N,9,A,2,34,1,9,5,Y,Y,C,5,1
56007,5,7,21,4,N,A,N,B,B,D,12,B,B,20,1,A,I,N,86,10,N,3,A,2,31,1,6,5,Y,N,E,2,1
56010,7,3,19,7,N,C,N,B,B,D,2,E,B,15,1,C,I,N,47,10,N,10,B,1,22,1,17,6,Y,N,C,1,1
56011,1,7,1,1,B,A,N,B,B,D,8,B,B,20,3,A,A,N,31,8,N,9,B,4,28,1,3,3,Y,N,E,4,1
56012,4,17,11,1,N,K,N,B,B,E,3,J,B,15,3,A,K,N,88,9,N,15,A,1,40,1,17,2,Y,N,E,1,1
56013,4,14,1,1,S,C,N,B,B,D,8,A,B,15,3,H,I,N,80,14,Y,6,B,1,34,1,17,6,Y,N,C,1,1
56014,2,19,6,4,B,C,N,B,B,D,12,B,B,5,3,A,E,N,56,19,N,5,A,2,25,1,10,6,N,N,A,4,2
56017,4,4,7,1,W,I,N,B,B,E,12,H,B,20,3,A,K,N,78,12,N,11,A,1,37,1,1,7,Y,N,E,1,3
56018,6,9,13,4,S,I,Y,B,B,F,12,H,B,15,2,A,R,N,44,12,N,13,A,1,40,1,2,5,Y,N,E,1,3
56019,2,15,21,3,N,C,Y,B,B,D,3,L,B,10,3,A,I,N,46,11,N,14,A,2,40,1,5,1,Y,N,D,2,3
56020,4,3,10,4,N,K,N,C,B,E,8,H,B,15,1,A,J,N,29,15,N,5,A,1,34,1,21,7,Y,N,B,3,5
56022,1,6,14,2,B,A,N,B,B,D,3,B,B,15,1,A,B,Y,84,7,N,11,A,2,28,2,1,4,Y,Y,E,2,1
56024,1,9,18,5,W,H,Y,B,B,D,12,B,C,20,1,A,I,N,54,13,N,7,A,2,40,1,22,3,Y,N,E,2,1
56029,4,4,7,5,N,A,Y,B,B,D,12,B,B,15,1,A,B,N,69,8,N,6,B,2,40,1,4,4,N,N,A,3,1
56031,4,5,1,1,C,K,N,B,B,E,8,J,B,15,1,N,J,N,26,8,N,8,A,2,37,1,20,5,N,N,E,2,1
56033,4,8,11,2,W,H,Y,B,B,D,7,B,B,10,1,A,I,N,31,11,N,5,A,1,25,1,24,4,Y,N,E,1,1
56036,1,9,2,1,N,A,N,B,B,D,8,B,B,20,1,A,A,N,20,9,N,7,B,1,34,1,8,6,Y,N,D,1,1
56039,7,12,17,1,N,K,Y,B,B,E,3,H,B,5,4,A,K,N,52,12,N,5,A,2,40,1,9,6,Y,N,E,2,3
56040,13,5,19,1,N,K,Y,B,B,E,12,H,B,15,1,A,R,N,67,8,N,17,A,1,25,1,8,7,Y,N,C,1,10
56042,2,12,20,3,N,H,Y,B,B,E,12,H,B,20,1,A,J,N,67,31,Y,11,B,1,31,1,1,4,N,N,A,1,1
56043,4,13,23,5,W,C,N,B,B,D,12,B,B,15,1,A,E,N,63,21,N,3,B,2,40,1,17,6,Y,N,E,2,1
56045,7,19,18,4,N,A,Y,B,B,D,7,B,B,20,1,A,A,N,54,8,N,5,B,3,28,1,8,6,N,N,E,5,1
56046,3,6,12,2,N,A,Y,B,B,D,3,B,B,5,3,A,E,N,66,7,N,6,A,2,28,1,21,5,Y,N,E,2,1
56048,1,9,22,6,W,I,Y,B,D,E,3,H,B,5,3,A,N,N,73,11,N,17,A,3,40,1,8,3,Y,N,C,3,7
56049,14,6,9,6,B,K,N,B,B,E,8,H,B,20,1,A,P,N,86,8,N,15,A,2,40,1,2,1,Y,N,D,2,6
56050,3,4,11,7,N,H,N,B,B,D,7,B,B,15,1,A,B,N,38,11,Y,9,A,2,25,1,16,6,N,N,B,5,8
56052,4,1,18,1,S,A,N,B,B,D,2,L,B,5,1,A,I,N,33,20,N,8,C,1,40,1,21,3,N,N,E,2,4
56054,1,13,18,2,N,C,N,B,B,D,7,B,B,10,2,A,I,N,29,9,N,5,A,2,40,1,17,2,Y,N,E,2,1
56057,2,7,8,1,N,B,N,B,B,D,2,B,B,10,3,A,G,N,54,10,N,9,A,1,22,1,20,3,Y,N,E,1,1
56059,7,9,12,1,G,C,Y,B,B,D,3,B,B,20,1,A,B,N,68,11,N,6,A,2,28,1,16,5,Y,N,E,2,1
56060,2,16,1,1,B,A,Y,B,B,D,12,A,B,20,1,A,I,Y,56,10,Y,8,C,2,37,1,15,4,Y,Y,E,3,1
56062,2,7,13,1,B,K,N,A,B,E,8,H,B,20,3,A,R,N,59,10,N,5,A,2,22,1,1,4,Y,N,E,4,1
56066,1,1,15,6,C,H,N,B,B,E,3,H,B,15,1,N,M,N,20,15,N,16,E,2,40,1,21,7,N,N,D,2,1
56067,7,7,18,3,B,A,N,B,B,D,8,B,B,20,1,A,B,N,37,9,Y,11,A,1,28,1,2,4,Y,N,D,1,4
56075,1,7,6,3,B,I,Y,B,B,E,12,J,B,15,3,A,R,N,64,12,N,20,A,1,40,1,17,7,Y,N,C,1,5
56077,1,6,2,1,B,A,Y,B,B,D,8,B,B,20,3,A,B,N,41,9,N,3,A,2,31,1,17,4,Y,N,C,4,2
56078,10,13,18,5,N,H,N,B,B,D,8,A,B,10,1,A,I,Y,97,13,Y,18,B,2,22,1,13,3,Y,Y,E,4,1
56079,10,8,8,5,N,C,Y,B,B,B,8,B,B,15,3,A,C,N,33,16,N,10,A,3,25,1,17,6,Y,N,A,3,1
56082,1,13,13,2,N,H,Y,B,B,D,12,E,B,10,1,A,D,N,71,24,N,6,A,2,34,1,18,6,Y,N,D,2,2
56083,1,5,4,3,B,A,Y,B,B,D,3,B,B,20,1,A,B,Y,57,6,N,8,A,2,34,1,8,2,Y,Y,D,3,3
56085,7,18,5,3,W,I,N,B,B,E,3,M,B,5,1,W,R,N,49,15,N,8,A,2,40,1,17,7,N,N,A,4,1
56086,5,3,17,2,N,K,Y,A,B,E,7,J,B,20,1,A,L,N,82,15,Y,14,A,3,34,1,17,2,Y,N,D,7,9
56088,7,4,11,4,S,A,Y,B,B,D,7,B,A,15,3,A,B,N,76,10,N,7,B,2,37,1,25,6,Y,N,E,2,1
56089,5,11,12,1,N,C,Y,B,B,D,3,L,B,15,1,A,E,N,63,13,N,13,A,2,31,1,15,4,N,N,E,2,2
56091,4,18,16,2,N,C,N,B,B,D,12,B,B,10,1,A,I,N,14,11,N,8,A,3,40,1,9,4,Y,N,C,4,6
56095,8,15,24,2,N,H,N,B,B,E,8,H,D,10,1,A,K,N,41,13,Y,4,B,1,25,2,9,6,N,N,A,1,1
56096,1,12,12,6,C,A,N,B,B,D,3,L,B,10,0,A,I,N,79,22,N,5,B,2,34,1,12,6,N,N,A,2,1
56097,4,19,22,4,E,C,N,B,B,D,2,B,B,15,3,A,E,N,73,18,N,4,B,1,37,1,8,7,N,N,E,1,1
56099,1,9,17,4,B,H,Y,D,B,E,2,H,B,15,3,A,R,N,37,10,N,13,B,1,28,1,12,6,Y,N,E,1,1
56105,1,3,15,1,N,B,Y,B,B,B,8,L,B,5,2,A,B,N,27,13,Y,4,A,2,34,1,2,4,Y,N,E,2,1
56106,1,9,9,4,N,H,Y,B,B,B,8,B,B,15,2,A,C,N,65,13,N,5,B,2,40,1,10,6,N,N,A,3,1
56110,1,9,8,5,N,H,N,B,B,D,8,B,B,20,2,A,C,N,96,11,N,15,A,3,22,1,5,2,Y,N,E,5,3
56115,4,19,6,4,N,K,N,B,B,E,3,H,D,10,1,A,K,N,57,18,N,4,A,2,31,1,21,7,N,N,A,3,2
56116,4,10,13,4,N,C,Y,B,B,D,2,L,B,5,3,A,I,N,26,16,N,9,B,2,31,1,8,5,Y,N,E,3,1
56117,2,14,18,7,N,K,Y,B,C,F,7,H,B,15,1,A,K,Y,89,21,N,20,A,1,40,1,11,5,Y,Y,E,1,11
56118,7,5,7,5,C,A,N,B,B,D,8,B,B,15,1,A,B,Y,100,8,N,20,A,2,34,1,21,1,Y,Y,C,2,6
56121,5,2,5,3,N,H,N,B,B,B,8,B,B,10,1,A,I,N,94,26,Y,17,A,1,40,1,11,1,Y,N,C,2,5
56124,3,2,20,4,C,H,N,B,B,E,12,H,B,10,4,A,J,N,54,17,Y,12,D,1,40,1,24,2,Y,N,E,2,1
56126,1,15,6,3,C,H,N,B,B,D,3,B,B,15,1,A,D,N,79,17,Y,4,A,2,22,1,20,5,Y,N,C,2,2
56128,2,8,17,4,B,C,Y,B,B,D,12,B,B,10,2,A,E,N,80,12,N,8,A,3,40,1,18,4,Y,N,C,4,4
56130,3,10,20,3,N,C,Y,B,B,D,8,L,B,10,1,A,I,Y,55,12,N,6,A,2,31,1,22,4,Y,Y,E,2,2
56132,1,9,19,2,N,H,N,B,B,E,12,H,B,20,1,A,R,N,15,9,N,4,B,2,22,1,10,6,N,N,A,2,1
56134,6,3,18,3,B,B,N,B,B,D,8,L,B,20,1,A,E,N,52,13,N,11,B,2,22,1,3,2,Y,N,E,2,1
56137,14,19,23,3,N,C,N,B,B,D,8,L,B,20,1,A,I,N,39,17,N,8,A,2,37,1,22,3,N,N,C,2,9
56140,5,12,18,2,N,H,N,B,B,E,7,H,B,10,1,A,J,N,39,14,Y,5,B,2,40,1,6,5,Y,N,C,4,1
56141,8,12,9,3,N,H,N,B,B,E,8,M,B,15,3,A,J,N,63,20,N,5,B,2,31,1,9,5,Y,N,E,2,1
56143,1,10,23,3,N,K,Y,B,B,E,12,H,B,15,1,A,K,N,14,26,Y,7,A,2,37,2,18,6,Y,N,E,5,4
56144,1,14,2,2,B,C,N,B,B,D,3,A,B,10,1,H,I,N,68,16,Y,4,B,2,31,1,13,4,N,N,A,2,1
56148,10,7,4,2,N,B,Y,B,B,D,8,B,B,15,3,A,G,N,28,13,Y,10,B,2,40,1,17,4,Y,N,E,3,1
56149,2,14,12,4,N,K,Y,B,B,E,3,H,B,20,3,A,R,N,64,8,Y,14,A,2,25,1,17,5,N,N,A,2,3
56153,5,14,23,1,E,K,N,B,A,F,12,J,B,15,1,D,K,N,81,7,N,7,C,1,34,1,1,3,Y,N,C,1,2
56154,1,2,17,2,C,A,Y,B,B,B,3,A,B,15,1,A,B,N,44,17,N,14,A,2,40,1,22,5,Y,N,E,2,1
56155,2,16,18,4,B,K,N,B,B,E,12,J,B,15,2,A,R,Y,71,9,N,14,A,2,37,1,19,3,Y,Y,E,2,5
56156,6,15,18,4,N,K,N,D,B,E,12,J,B,15,1,A,R,N,68,12,N,5,A,4,34,1,18,6,N,N,A,4,2
56157,6,17,13,1,N,K,Y,B,B,E,12,H,B,10,3,A,R,Y,85,8,Y,17,A,2,40,1,21,7,Y,Y,E,2,1
56159,2,2,17,5,C,A,Y,B,B,D,12,B,D,5,3,N,B,N,49,11,Y,13,A,1,40,1,23,3,Y,N,E,4,2
56161,28,9,7,5,N,C,Y,B,C,D,3,B,B,20,1,A,I,N,41,9,N,14,A,2,40,1,1,4,Y,N,C,2,5
56162,12,5,17,2,S,I,Y,B,B,E,8,J,C,20,1,A,K,N,91,8,Y,13,A,2,25,1,20,7,Y,N,E,2,1
56163,4,6,7,2,B,A,N,B,B,D,3,L,B,5,3,A,I,N,60,12,N,5,A,2,22,1,1,2,Y,N,E,4,1
56166,8,17,20,2,C,H,Y,B,B,D,3,E,B,5,3,A,I,N,50,13,N,20,A,3,37,1,13,5,Y,N,E,3,11
56167,2,12,9,3,W,C,N,D,B,D,12,B,B,15,1,A,D,N,43,22,N,6,A,2,40,1,8,4,Y,N,E,3,2
56168,1,9,5,2,B,C,N,B,B,D,8,B,B,5,1,A,I,N,90,11,Y,9,A,2,40,1,16,4,Y,N,C,4,5
56170,2,7,16,5,B,A,Y,B,D,D,2,B,B,10,1,A,B,Y,88,6,N,16,A,2,37,1,6,7,N,Y,E,2,1
56172,7,10,24,4,N,C,N,B,B,D,3,B,B,10,1,A,D,N,51,21,N,5,B,2,34,1,18,7,Y,N,E,2,1
56174,2,4,18,4,B,B,N,B,B,D,3,B,B,20,2,A,G,N,95,9,N,10,A,2,40,1,16,6,Y,N,E,2,1
56175,2,13,20,4,N,C,N,B,B,D,3,L,B,10,3,A,I,Y,64,15,Y,5,A,1,37,1,17,6,Y,Y,E,1,3
56177,10,3,21,2,N,H,Y,B,B,D,3,L,B,10,1,A,A,N,72,18,N,4,A,2,37,1,17,5,Y,N,E,2,1
56181,1,5,5,4,C,A,Y,B,B,B,12,B,B,15,3,A,B,N,68,10,N,17,A,3,22,1,17,4,Y,N,C,3,3
56184,5,3,23,2,N,C,N,B,C,D,7,L,B,15,3,A,E,N,71,14,Y,3,B,2,22,1,11,2,Y,N,C,2,1
56185,5,13,23,1,N,H,N,B,B,E,12,H,B,10,1,A,K,N,52,27,N,5,B,2,31,1,10,7,N,N,A,2,1
56188,4,3,15,5,N,H,Y,B,B,D,12,E,B,15,1,A,B,N,57,18,Y,11,C,2,40,1,4,7,Y,N,E,4,1
56189,1,17,5,3,N,K,Y,B,B,E,8,M,B,10,1,A,R,N,54,10,Y,12,A,2,22,1,18,5,Y,N,D,3,4
56190,1,18,6,4,N,H,Y,B,B,E,3,I,B,20,3,A,K,N,81,6,N,17,B,2,37,1,2,7,Y,N,C,2,1
56192,1,9,19,4,W,K,N,B,B,E,8,H,B,20,1,A,J,N,37,15,N,15,C,2,40,1,23,6,Y,N,C,2,1
56194,1,6,3,1,B,A,N,B,B,D,8,B,B,20,3,A,B,Y,77,10,Y,7,C,2,31,1,19,3,Y,Y,E,4,2
56196,3,11,23,3,N,C,N,D,C,D,8,L,B,15,1,A,I,N,52,20,N,5,A,2,28,1,8,6,Y,N,E,4,2
56200,32,19,7,5,N,K,N,B,C,E,8,J,B,5,1,A,R,N,78,8,Y,13,A,2,28,1,12,3,Y,N,D,2,5
56202,5,6,16,2,B,A,Y,B,B,D,8,B,B,15,1,S,C,N,16,11,N,8,A,2,31,1,10,1,Y,N,E,5,3
56203,1,1,6,4,C,A,Y,B,B,D,12,B,B,15,1,N,B,N,41,15,N,12,A,1,37,1,21,2,Y,N,D,2,1
56204,7,11,12,5,N,K,N,B,B,E,12,H,B,20,1,A,R,Y,98,13,N,16,C,2,22,1,15,7,Y,Y,E,2,1
56207,5,7,13,4,N,A,N,B,B,D,3,B,B,20,1,A,B,N,56,5,N,3,A,2,40,1,5,4,N,N,A,3,2
56210,2,8,23,3,C,C,N,B,B,D,3,L,B,10,1,A,I,N,83,25,Y,4,A,3,31,2,5,1,Y,N,E,3,2
56211,9,7,19,3,N,K,N,B,B,E,7,J,B,10,2,A,N,N,83,7,Y,22,A,2,22,1,25,4,Y,N,E,2,1
56213,4,9,10,7,N,K,Y,B,B,E,8,J,B,15,1,A,R,N,99,9,Y,11,A,2,34,1,14,1,Y,N,E,3,4
56215,1,9,17,3,N,B,Y,B,B,D,8,B,B,10,1,A,I,N,42,8,N,6,A,2,34,1,4,1,Y,N,E,3,3
56216,1,4,7,5,N,H,N,B,B,D,7,B,B,10,3,A,B,N,54,12,N,13,A,2,40,1,9,7,Y,N,E,2,3
56218,1,6,19,1,B,A,Y,B,B,D,7,B,B,20,3,A,B,Y,58,11,Y,8,C,2,31,1,11,1,Y,Y,E,2,1
56220,1,4,12,2,N,A,Y,B,B,D,8,B,B,20,3,A,B,Y,55,8,N,6,A,4,37,1,10,7,Y,Y,E,4,4
56223,12,7,21,1,N,B,N,B,B,D,8,B,B,15,1,A,I,N,56,9,N,3,B,1,40,1,12,7,N,N,C,1,1
56225,4,19,17,2,B,H,Y,B,B,D,12,B,B,5,3,A,I,N,50,12,Y,6,A,2,40,1,21,4,N,N,A,3,2
56226,7,6,3,2,B,B,N,B,B,D,3,B,B,20,3,A,A,N,52,12,Y,9,A,3,40,1,3,6,Y,N,E,3,8
56227,1,16,5,4,N,K,N,B,A,G,3,H,B,10,2,A,L,N,48,7,N,4,A,1,40,1,9,1,Y,N,E,3,1
56229,13,13,5,3,N,K,N,B,B,E,12,H,B,20,3,A,R,N,5,19,Y,2,A,2,40,1,1,7,N,N,A,4,2
56230,8,16,12,3,B,A,Y,B,B,D,3,B,B,10,3,A,B,N,29,8,N,10,A,2,25,1,2,6,Y,N,C,5,3
56231,1,18,2,2,N,H,N,B,B,E,8,H,B,10,1,A,K,N,38,15,N,15,B,2,28,1,17,3,N,N,A,3,1
56235,4,8,6,1,N,H,Y,B,B,E,12,H,B,20,1,A,R,N,39,22,Y,3,B,1,28,1,18,6,N,N,A,1,1
56236,7,9,1,1,N,H,N,B,B,F,8,H,B,15,1,A,R,N,36,11,Y,9,B,1,31,1,4,5,N,N,A,1,1
56238,1,8,17,2,N,K,N,B,B,E,12,H,B,15,2,W,R,N,46,22,N,14,C,1,40,1,25,6,Y,N,C,1,1
56239,4,8,5,3,B,K,N,B,B,E,12,J,A,5,1,A,R,N,95,16,N,15,A,1,40,1,16,3,Y,N,C,1,4
56240,3,7,18,4,B,H,N,B,B,E,2,H,B,10,1,A,K,N,76,8,Y,13,B,1,34,1,5,3,N,N,D,1,1
56244,1,8,18,5,N,K,N,B,C,E,12,I,B,20,1,A,K,N,86,15,N,6,A,1,25,1,22,2,Y,N,E,1,3
56246,3,8,19,6,N,C,N,B,B,D,2,L,B,15,1,A,E,N,90,13,N,10,A,2,31,1,25,3,Y,N,D,2,6
56247,4,15,15,2,N,K,Y,B,B,F,7,H,B,10,1,A,K,N,14,13,N,7,A,2,28,1,3,5,Y,N,D,5,1
56252,1,19,19,6,N,C,N,B,B,D,8,B,B,20,1,A,I,N,82,9,N,18,A,1,31,1,18,3,Y,N,C,1,6
56254,4,12,19,2,N,B,N,B,B,D,12,L,A,10,1,A,I,N,54,11,Y,10,A,2,28,1,4,6,Y,N,E,3,2
56255,6,13,8,4,N,K,N,B,B,E,8,K,B,20,1,A,L,N,5,12,N,5,A,2,34,1,8,3,Y,N,C,4,3
56259,4,13,11,2,N,K,N,B,B,E,7,J,B,10,3,A,M,N,82,26,Y,14,A,2,40,1,9,7,Y,N,E,2,8
56263,7,7,7,1,N,A,N,B,B,D,3,A,B,20,1,A,B,N,35,9,N,12,A,2,31,1,21,3,N,N,A,4,6
56269,1,2,4,3,C,K,Y,B,B,E,12,H,B,15,3,N,J,N,40,10,N,7,A,2,40,1,5,6,Y,N,E,2,1
56271,6,6,11,4,B,I,N,B,B,E,3,H,B,15,1,A,M,Y,94,8,Y,17,A,2,34,1,10,7,Y,Y,E,4,4
56272,4,9,18,3,N,K,Y,B,B,E,12,J,B,10,1,A,R,Y,34,9,Y,10,A,2,34,1,24,3,Y,Y,E,2,6
56274,2,14,7,2,N,K,N,B,B,E,3,J,D,15,1,A,K,Y,70,17,Y,18,A,4,25,2,19,7,Y,Y,E,4,10
56279,5,17,18,3,E,H,N,B,B,E,12,H,B,10,1,A,R,N,52,9,N,5,B,1,31,1,13,6,N,N,A,1,1
56280,4,17,4,3,N,A,Y,B,B,D,8,B,B,15,1,A,B,N,49,9,N,5,A,1,25,1,6,4,N,N,A,2,1
56287,4,11,15,7,N,K,N,B,B,E,8,J,B,20,1,A,R,N,61,11,N,15,A,3,31,2,14,3,N,N,E,3,3
56288,14,10,24,4,W,C,N,B,B,D,7,L,B,5,1,A,I,N,52,14,N,6,B,1,37,1,17,1,Y,N,C,4,1
56290,1,1,4,5,C,H,Y,B,B,E,3,J,B,15,2,N,K,N,25,14,N,11,D,1,37,1,21,7,N,N,E,5,1
56293,4,10,19,2,N,H,N,C,B,E,8,H,B,20,1,A,R,N,23,21,Y,14,B,1,40,1,1,2,Y,N,E,1,1
56294,1,6,15,1,N,H,N,B,B,E,12,H,B,10,3,A,R,N,62,8,N,17,B,1,40,1,18,3,Y,N,E,1,1
56297,1,6,6,2,B,A,Y,B,B,D,3,A,B,15,1,A,B,Y,31,7,N,10,C,2,40,1,18,1,N,Y,E,5,1
56298,7,17,3,2,G,B,N,B,B,D,3,B,B,10,1,A,I,N,90,12,N,12,A,2,28,1,1,6,Y,N,C,2,3
56299,2,6,12,2,B,I,N,B,B,E,12,H,B,10,1,A,M,Y,45,8,N,11,A,2,40,1,20,4,Y,Y,E,3,6
56300,1,9,18,2,E,C,N,B,B,D,8,L,B,20,1,A,A,N,71,16,N,21,B,1,40,1,4,3,N,N,A,1,1
56301,4,19,10,2,N,K,N,A,B,E,8,J,B,15,3,A,J,N,38,8,N,5,A,2,28,1,19,4,Y,N,C,3,1
56303,5,9,18,4,B,I,N,B,B,E,12,H,B,10,1,A,R,N,55,13,N,13,A,1,31,1,17,2,Y,N,C,1,12
56307,8,4,3,2,B,H,N,B,B,E,3,H,D,10,3,A,J,N,51,10,N,6,B,2,31,1,1,3,N,N,A,4,2
56309,1,2,13,8,C,K,Y,B,B,E,3,H,B,10,1,N,K,N,56,12,N,11,A,2,25,1,6,3,Y,N,E,2,1
56313,1,14,4,3,N,K,N,B,B,E,3,H,B,20,3,A,J,N,47,30,N,12,A,1,40,1,24,4,Y,N,D,1,3
56314,1,3,7,5,N,H,Y,B,B,E,3,J,B,15,1,A,J,N,64,10,Y,9,B,3,31,1,15,1,N,N,A,5,1
56315,8,7,17,6,B,K,N,B,B,E,8,H,B,10,1,A,K,N,22,7,N,13,A,5,25,1,8,3,N,N,A,5,6
56318,1,19,8,1,N,A,N,B,B,D,3,B,B,20,1,A,B,N,31,8,Y,13,B,1,40,1,13,6,Y,N,E,1,1
56319,7,4,10,7,N,A,Y,B,B,D,8,B,B,10,3,A,B,Y,80,7,N,9,A,2,31,1,2,4,Y,Y,E,2,4
56320,4,15,3,2,N,H,N,B,B,E,8,J,B,15,3,A,K,N,23,13,N,5,B,2,40,1,16,6,N,N,A,2,1
56323,1,1,13,2,C,A,N,B,B,D,3,B,B,20,1,A,I,N,31,15,N,5,B,2,28,1,21,7,N,N,E,3,4
56329,2,16,17,5,N,K,Y,B,B,E,7,H,B,10,3,A,N,N,88,7,Y,18,A,2,34,1,1,4,Y,N,C,2,12
56330,1,2,3,2,C,A,N,B,B,D,3,B,B,10,1,N,B,Y,90,9,Y,11,C,2,34,1,9,6,Y,Y,C,2,1
56331,4,8,20,4,N,B,N,B,B,D,2,L,B,15,1,A,I,N,75,11,N,18,A,2,40,1,22,4,Y,N,C,2,11
56332,1,14,18,3,N,K,Y,B,B,E,12,H,B,20,1,A,M,N,78,11,Y,11,A,3,25,1,7,6,Y,N,E,3,1
56333,5,12,24,5,N,C,N,B,C,D,7,L,D,15,1,A,I,Y,77,14,N,10,A,4,40,1,7,6,N,Y,E,4,1
56334,30,11,18,2,W,I,N,D,C,E,12,H,B,10,1,A,N,N,16,9,Y,9,A,2,31,1,17,2,Y,N,E,2,2
56335,1,14,23,2,W,H,Y,B,B,E,3,J,B,20,2,A,R,N,86,13,Y,3,B,1,37,1,13,4,Y,N,E,1,1
56337,7,19,19,4,B,I,Y,B,B,E,3,H,B,10,1,A,K,N,76,17,N,7,A,1,40,1,7,3,Y,N,E,3,1
56338,1,1,18,3,C,A,Y,B,B,D,12,B,B,20,2,A,B,N,32,12,Y,3,B,2,37,1,21,4,N,N,E,2,1
56340,2,15,18,4,N,K,Y,B,B,E,12,J,B,10,1,A,R,N,78,14,N,9,A,2,34,1,19,3,N,N,A,4,6
56342,1,9,21,7,E,K,N,B,B,E,7,H,B,10,1,A,K,Y,47,17,N,3,A,2,34,1,1,1,N,Y,A,4,2
56343,5,2,16,1,C,A,Y,B,B,B,7,D,B,10,2,A,I,N,53,14,Y,17,A,2,40,1,24,6,Y,N,E,2,1
56345,4,3,17,2,B,I,N,B,B,E,2,H,B,15,1,A,N,N,85,13,N,16,A,1,40,1,19,4,Y,N,E,1,10
56348,1,14,13,1,W,A,N,B,B,D,7,A,B,10,1,A,A,N,48,12,N,13,A,1,31,1,16,7,Y,N,E,1,8
56352,10,6,16,1,N,B,N,B,B,D,3,B,B,20,2,A,B,N,56,8,N,14,A,3,40,1,18,1,N,N,E,3,10
56353,1,16,8,6,G,H,Y,B,B,B,12,B,B,15,3,A,I,N,82,15,Y,17,A,2,34,1,1,4,Y,N,E,2,6
56356,5,2,21,1,N,H,N,B,B,E,12,H,B,20,1,A,R,N,53,28,N,13,B,2,40,1,24,7,Y,N,E,2,3
56357,2,18,16,2,B,I,N,B,B,E,3,J,B,20,1,A,K,N,36,8,Y,11,A,2,34,1,1,7,Y,N,D,3,4
56359,1,17,7,5,N,A,Y,B,D,D,12,B,A,20,1,A,I,N,74,6,Y,7,A,2,31,1,18,4,N,N,A,3,5
56361,2,10,18,5,N,K,N,D,B,E,12,H,C,5,1,A,R,N,44,10,N,12,A,2,40,1,15,6,Y,N,E,2,1
56363,1,5,4,3,C,A,N,B,B,D,7,B,B,20,1,C,I,N,88,7,N,16,A,1,37,1,12,2,N,N,A,1,2
56364,1,3,18,4,N,H,Y,B,D,D,7,L,C,15,1,A,D,Y,92,19,N,9,C,2,25,1,10,4,Y,Y,E,2,1
56365,1,18,4,3,N,H,N,B,B,E,3,H,B,10,1,A,K,N,19,5,Y,4,B,2,34,1,8,7,N,N,A,5,1
56366,4,11,18,4,W,I,Y,B,B,E,2,H,B,10,2,A,N,N,20,15,N,8,A,2,31,1,7,6,Y,N,E,5,1
56367,5,9,18,4,W,I,N,B,B,E,12,H,B,10,1,A,N,N,86,11,N,22,A,2,34,1,13,7,N,N,E,2,11
56370,10,2,15,4,C,B,Y,D,C,D,8,B,A,10,1,A,E,N,26,10,N,14,A,3,31,1,19,3,Y,N,C,3,9
56371,4,11,20,3,B,C,N,B,B,D,12,L,B,10,1,A,I,N,33,15,Y,12,A,2,40,1,16,1,Y,N,E,2,6
56376,2,6,7,5,B,A,Y,B,B,D,8,B,B,20,1,A,I,N,80,13,Y,7,A,1,40,1,25,7,Y,N,E,3,1
56378,2,6,14,8,N,A,N,B,B,D,7,B,B,15,1,N,B,N,94,11,N,19,A,2,31,1,18,3,Y,N,E,2,8
56380,1,13,13,3,N,A,N,B,B,D,7,B,B,15,1,A,I,N,34,11,Y,5,A,1,22,1,4,5,Y,N,C,2,3
56382,1,15,23,6,N,C,N,B,B,D,3,A,B,20,3,A,D,N,66,11,N,4,C,2,37,1,1,7,Y,N,C,2,1
56383,14,16,19,5,B,K,Y,B,B,F,8,H,B,15,1,C,K,N,34,8,Y,15,A,2,40,1,13,3,N,N,A,2,6
56389,4,9,18,2,B,H,Y,B,B,C,8,A,B,15,3,A,E,N,96,17,Y,19,A,4,40,1,13,2,Y,N,E,4,10
56390,1,11,17,3,N,K,N,B,B,E,8,H,B,20,1,A,J,Y,96,13,Y,14,C,1,34,1,3,3,Y,Y,E,1,1
56391,1,9,18,5,B,C,Y,B,B,D,12,B,B,15,2,A,A,N,60,12,Y,8,B,1,31,1,5,5,Y,N,E,1,1
56392,2,5,14,2,B,A,Y,B,B,D,8,B,B,15,1,A,B,Y,100,8,N,14,A,2,28,1,10,2,Y,Y,E,2,1
