id,name,artists
35579,Глава VIII - Знахарь,['Сказки Чёрного Города']
35580,Pana La Sange,"[""Carla's Dreams""]"
35581,Туту,['Shortparis']
35582,Coachella - Woodstock In My Mind,['Lana Del Rey']
35583,King Arthur: Legend of the Sword,['Daniel Pemberton']
35584,Growing Up Londinium,['Daniel Pemberton']
35585,The Born King,['Daniel Pemberton']
35586,Run Londinium,['Daniel Pemberton']
35587,The Devil & The Huntsman,"['Daniel Pemberton', 'Sam Lee']"
35588,The Devil & The Daughter,['Daniel Pemberton']
35589,The Model,['Kraftwerk']
35590,Rock N Roll Until We Die,"['Tube & Berger', 'Richard Judge']"
35591,La vie en rose,['Édith Piaf']
35592,"Padam, padam",['Édith Piaf']
35593,Ocean Eyes,['Billie Eilish']
35594,Stay,"['Zedd', 'Alessia Cara']"
35595,Hero,['Monsta X']
35596,Stuck,['Monsta X']
35597,Limitless,['Trippie Redd']
35598,"Песня о далёкой Родине (Из к/ф ""17 мгновений весны"")","['Иосиф Кобзон, Ансамбль скрипачей Большого театра п/у Юлия Реентовича', 'Микаэл Леонович Таривердиев']"
35599,XXX,"['Onyx', 'Dope D.O.D.']"
35600,Piro,"['Onyx', 'Dope D.O.D.', 'Dopey Rotten']"
35601,Psychopath,"['Onyx', 'Dope D.O.D.', 'Snak the Ripper']"
35602,Внутривенно,['МАЛЬБЭК']
35603,Как мы любили,['Пара Нормальных']
35604,Thick Walled Bon Bo Bons!,['IOSYS']
35605,Между нами любовь,['SEREBRO']
35606,Na Na Na Na Na,['Ramirez']
35607,Поэты,"['Белая Гвардия', 'Зоя Ященко']"
35608,Looking for Adventure,['Tim McMorris']
35609,The Night We Met,['Gavin Mikhail']
35610,Is It Too Much to Ask For,"['Jordan Maxwell', 'Shiloh']"
35611,Insight XXVI,['Julien Marchal']
35612,Insight XXX,['Julien Marchal']
35613,Area,['MagnusTheMagnus']
35614,Higher,"['Lemaître', 'Maty Noyes']"
35615,Start The Engine,"['Joris Delacroix', 'Ornette']"
35616,Harlem,['Podval Capella']
35617,Cocaine,['Podval Capella']
35618,Whitedolphin,['Podval Capella']
35619,Пахну лишь тобой,"[""Глюк'oZa"", 'Artik & Asti']"
35620,"Та, которая (OST 'Полицейский с Рублёвки 2')",['ST1M']
35621,Ready To Jump,['Omnikid']
35622,Drive Me Crazy,['MARUV']
35623,Carmen Queasy,"['Maxim', 'Skin']"
35624,Nobody Can Save Me,['Linkin Park']
35625,Talking to Myself,['Linkin Park']
35626,Sorry for Now,['Linkin Park']
35627,Halfway Right,['Linkin Park']
35628,One More Light,['Linkin Park']
35629,Sharp Edges,['Linkin Park']
35630,Письма,['Саша Санта']
35631,Llama In My Living Room,"['AronChupa', 'Little Sis Nora']"
35632,Dreader Than Dread,"['The Architect', 'L’Entourloop', 'Skarra Mucci']"
35633,Don't Stop the Devil,['Dead Posey']
35634,Jaya Shiva Omkara,['Manish Vyas']
35635,Шкода,['TAYANNA']
35636,"Пока, милый!",['Анна Седокова']
35637,Hold On Love,['Dan Balan']
35638,Tell Me Who,"['Vanotek', 'Eneli']"
35639,Om,['Meditative Mind']
35640,Татарин,['АИГЕЛ']
35641,"Hook, Line & Sinker",['Royal Blood']
35642,Мечта,['YARMAK']
35643,Вот она,['Ka-Re']
35644,Too Good to Be True,['Jjos']
35645,Tonight,['Jjos']
35646,Tartarus,['Ghostemane']
35647,Ты ещё вспомнишь,['ANIVAR']
35648,Не могу,['ЕГОР КРИД']
35649,One of Us,['NINA']
35650,Back To Me,['Of Mice & Men']
35651,Романс морских офицеров,['Павел Смеян']
35652,Ветер перемен,"['Павел Смеян', 'Татьяна Воронина']"
35653,Ливень,"['Павел Смеян', 'Наталья Ветлицкая']"
35654,72 Steps,"['Jordan F', 'Vast Hill']"
35655,Matafaka,"['Marvin Divine', 'Unknown Brain']"
35656,The Rising Sun (Shinsuke Nakamura's Theme),"['It Lives, It Breathes']"
35657,Different,['Hippie Sabotage']
35658,7:17,['Danger']
35659,22:41,['Danger']
35660,6:42,['Danger']
35661,21:10,['Danger']
35662,Loved by U,"['Melih Aydogan', 'Ria']"
35663,16 Shots,['Stefflon Don']
35664,Phantom Of Aleppoville,['Benjamin Clementine']
35665,Dig Down,['Muse']
35666,Красота,['IOWA']
35667,Лучше тебя нет,['T1One']
35668,Chase Me,"['Danger Mouse', 'Run the Jewels', 'Big Boi']"
35669,Serenity,['Prismo']
35670,Ali Baba,['Adam Ferello']
35671,More Than You Know,['Axwell /\\ Ingrosso']
35672,Swish Swish,"['Katy Perry', 'Nicki Minaj']"
35673,BUTTERFLY EFFECT,['Travis Scott']
35674,Каблучок,['Валерий Курас']
35675,"Привет, лови!",['Нервы']
35676,Ты бы охуела,['Нервы']
35677,Срываю с уст,['Нервы']
35678,Самый дорогой человек,['Нервы']
35679,All I Got,['Oliver Tree']
35680,There for You,"['Martin Garrix', 'Troye Sivan']"
35681,Två Konungabarn,['Myrkur']
35682,Get Busy,['Sean Paul']
35683,"Puccini: Tosca, Act III: E lucevan le stelle (Cavaradossi)","['Plácido Domingo', 'Джакомо Пуччини']"
35684,Loved By You,"['Mali Music', 'Jazmine Sullivan']"
35685,Pump,['Valentino Khan']
35686,I Miss Those Days,['Bleachers']
35687,Savage,['Tolebi']
35688,Maniac,['Carpenter Brut']
35689,I Really Love You,['The Kelly Family']
35690,Fell In Love With An Alien,['The Kelly Family']
35691,A Day In The Life,['The Beatles']
35692,The Hard Stuff,"['The Destroyers', 'George Thorogood']"
35693,Moving,"['The Destroyers', 'George Thorogood']"
35694,I Got My Eyes On You,"['The Destroyers', 'George Thorogood']"
35695,I Didn't Know,"['The Destroyers', 'George Thorogood']"
35696,Any Town USA,"['The Destroyers', 'George Thorogood']"
35697,Little Rain,"['The Destroyers', 'George Thorogood']"
35698,Love Doctor,"['The Destroyers', 'George Thorogood']"
35699,Dynaflow Blues,"['The Destroyers', 'George Thorogood']"
35700,Rock Party,"['The Destroyers', 'George Thorogood']"
35701,Give Me Back My Wig,"['The Destroyers', 'George Thorogood']"
35702,Huckle Up Baby,"['The Destroyers', 'George Thorogood']"
35703,Tail Dragger,"['The Destroyers', 'George Thorogood']"
35704,Night,['Egor Grushin']
35705,Descent,['Egor Grushin']
35706,She's Gone,"['The Destroyers', 'George Thorogood']"
35707,Move It,"['The Destroyers', 'George Thorogood']"
35708,Strangers,"['Halsey', 'Lauren Jauregui']"
35709,Wash Away (Calling For You),"['Wilkinson', 'Boy Matthews']"
35710,Cut To The Feeling,['Carly Rae Jepsen']
35711,No Woman Has Ever Handled My Herschel,['Geoffrey Zanelli']
35712,"Kill the Filthy Pirate, I'll Wait",['Geoffrey Zanelli']
35713,The Dying Gull,['Geoffrey Zanelli']
35714,El Matador Del Mar,['Geoffrey Zanelli']
35715,Treasure,['Geoffrey Zanelli']
35716,My Name Is Barbossa,['Geoffrey Zanelli']
35717,Beyond My Beloved Horizon,['Geoffrey Zanelli']
35718,He's a Pirate,"['Dimitri Vegas & Like Mike', 'Hans Zimmer']"
35719,Интро,['ЕГОР КРИД']
35720,Что они знают,['ЕГОР КРИД']
35721,Засыпай,['ЕГОР КРИД']
35722,Стой,['ЕГОР КРИД']
35723,Самба белого мотылька,['ЕГОР КРИД']
35724,Зажигалки,['ЕГОР КРИД']
35725,Неоновый говнюк,['Lil Dik']
35726,Исправляй мой член,['Lil Dik']
35727,Влажно,['Lil Dik']
35728,Зажим для денег,['Lil Dik']
35729,Мало половин,['Ольга Бузова']
35730,Пьяные души,['VERA']
35731,Following Yourself,['Alberto Giurioli']
35732,"Вокализ, Op. 34, No. 14","['Ольга Перетятько', 'Сергей Васильевич Рахманинов']"
35733,24/7,"['Жак Энтони', 'Plinofficial']"
35734,Portrait of a Headless Man,['Septicflesh']
35735,Martyr,['Septicflesh']
35736,Enemy of Truth,['Septicflesh']
35737,Bang Ya Head,['Twin Moons']
35738,Hell to the Liars,['London Grammar']
35739,RAF,"['A$AP Mob', 'A$AP Rocky', 'Playboi Carti', 'Quavo', 'Lil Uzi Vert', 'Frank Ocean']"
35740,Dream Of Mickey Mantle,['Bleachers']
35741,Goodmorning,['Bleachers']
35742,Foreign Girls,['Bleachers']
35743,Гибралтар-лабрадор,['Вячеслав Бутусов']
35744,Настасья,['Вячеслав Бутусов']
35745,Песня идущего домой,['Вячеслав Бутусов']
35746,"Кошка, чашка, муха и лапоть",['Вячеслав Бутусов']
35747,Девушка по городу,['Вячеслав Бутусов']
35748,Настасья,"['Вячеслав Бутусов', 'Пелагея']"
35749,"Не плачь, Алиса",['Андрей Державин']
35750,"Ты одна, ты такая",['Дмитрий Маликов']
35751,Девочка ночь (Baby Tonight),['Лада Дэнс']
35752,Я больше не прошу,['Мираж']
35753,Первый снег,['Рома Жуков']
35754,Walk with the Dreamers,"['Ambala', 'Laid Back', 'Leo Mas', 'Fabrice', 'Giorgio Li Calzi']"
35755,Bora! Bora! Bora!,['Scooter']
35756,Demons,['Dennis Lloyd']
35757,Mask Off,"['Future', 'Kendrick Lamar']"
35758,La Da De,['Gorilla Zoe']
35759,Imagine,['Boyce Avenue']
35760,Firework,['Madilyn Bailey']
35761,Не верю,['Юлианна Караулова']
35762,I'm Sorry,['Arilena Ara']
35763,I'm Sorry,['Arilena Ara']
35764,I'm Sorry [Extended Lyrics],['Arilena Ara']
35765,Lambada,['Kaoma']
35766,Fight Back With Love Tonight,['Kush Kush']
35767,Pour aller où?,['Léa Paci']
35768,Взрыв в темноте,['Скруджи']
35769,Intro,['Danheim']
35770,Vindöld,['Danheim']
35771,Tyrfing,['Danheim']
35772,Tyr,['Danheim']
35773,Temple of Odin,['Danheim']
35774,Myrkviðr,['Danheim']
35775,Munarvagr,['Danheim']
35776,Jörmungandr,['Danheim']
35777,Ivar's Revenge,['Danheim']
35778,Gjallarhorn,['Danheim']
35779,Floki's Last Journey,['Danheim']
35780,Call to the Gods (Outro),['Danheim']
35781,So Young,['Portugal. The Man']
35782,Шива разрушитель,['Захар Май']
35783,Бог не фраер,['Захар Май']
35784,Старый негр,['Захар Май']
35785,Наши танки,['Захар Май']
35786,Капли вниз по бёдрам,['Скриптонит']
35787,Цепи,['Скриптонит']
35788,"Ага, ну",['Скриптонит']
35789,Вечеринка,['Скриптонит']
35790,Не забирай меня с пати,['Скриптонит']
35791,Хочу быть с тобой,['Анна Семенович']
35792,Солнечное лето,['Мираж']
35793,Звёзды нас ждут,['Мираж']
35794,Безумный мир,['Мираж']
35795,Я не хочу,['Мираж']
35796,Видео,['Мираж']
35797,Эта ночь,['Мираж']
35798,Электричество,['Мираж']
35799,Волшебный мир,['Мираж']
35800,Музыка нас связала,['Мираж']
35801,Наступает ночь,['Мираж']
35802,Снова вместе,['Мираж']
35803,Где я,['Мираж']
35804,Млечный путь,['Мираж']
35805,Море грёз,['Мираж']
35806,Снежинка,['Мираж']
35807,Я снова вижу тебя,['Мираж']
35808,Новый герой,['Мираж']
35809,Я больше не прошу,['Мираж']
35810,In Cold Blood,['alt-J']
35811,Mexico,['Alestorm']
35812,To the End of the World,['Alestorm']
35813,Bar ünd Imbiss,['Alestorm']
35814,Pegleg Potion,['Alestorm']
35815,Man the Pumps,['Alestorm']
35816,Mexico for Dogs,['Alestorm']
35817,To the End of the World for Dogs,['Alestorm']
35818,Bar ünd Imbiss für Hunde,['Alestorm']
35819,Pegleg Potion for Dogs,['Alestorm']
35820,Man the Pumps for Dogs,['Alestorm']
35821,Милый мой ботаник,"['Виктор Рыбин', 'Наталья Сенчукова']"
35822,Cold Air,['Fyfe']
35823,FourFiveSeconds,"['Rihanna', 'Kanye West', 'Paul McCartney']"
35824,Shooting Stars,['Chord']
35825,Drink with the Living Dead,['Ghoultown']
35826,"Здорово, великолепно",['Градусы']
35827,Посвящение М.Ю. Горшенёву,['Кукольный театр']
35828,Exalt,"['Senojnayr', 'Hucci']"
35829,"В пещере горного короля, Cоч. 23 №7","['Лондонский симфонический оркестр', 'Ойвин Фьельстад', 'Эдвард Григ']"
35830,Нахуй!,['Захар Май']
35831,Taipei Person / Allah Tea,['Stone Sour']
35832,Мы забьём на войну,"['СерьГа', 'Варвара Охлобыстина']"
35833,Я – Бурый Медведь,['СерьГа']
35834,"Так, только так","['СерьГа', 'Леся Гисматулина']"
35835,Venom,"['$uicideBoy$', 'Shakewell']"
35836,Monsters,['Ruelle']
35837,Secrets and Lies,['Ruelle']
35838,Find You,['Ruelle']
35839,Da Rockwilder,"['Method Man', 'Redman']"
35840,Run,['Foo Fighters']
35841,Pursuit Of Happiness (nightmare),"['Kid Cudi', 'MGMT', 'Ratatat']"
35842,The Last Day Of Summer,['The Cure']
35843,Elevator Music,['Beck']
35844,Think I'm In Love,['Beck']
35845,Cellphone's Dead,['Beck']
35846,Dark Star,['Beck']
35847,Brute Force,['Daniel Deluxe']
35848,Weird Science,['OINGO BOINGO']
35849,Who Do You Want To Be,['OINGO BOINGO']
35850,Mantra,['Timmy Trumpet']
35851,N 2 Gether Now,"['Limp Bizkit', 'Method Man']"
35852,El Tango De Roxanne,"['José Feliciano', 'Ewan McGregor', 'Jacek Koman']"
35853,Caravan,['John Wasson']
35854,People Get Up And Drive Your Funky Soul,['James Brown']
35855,Genesis,['Dua Lipa']
35856,IDGAF,['Dua Lipa']
35857,New Rules,['Dua Lipa']
35858,Homesick,['Dua Lipa']
35859,Песенка шофёра,['Олег Анофриев']
35860,Песня о друге,['Олег Анофриев']
35861,Течёт река Волга,['Людмила Зыкина']
35862,Подмосковные вечера,['Владимир Трошин']
35863,Мастер и Маргарита,"['Баста', 'Юна']"
35864,Мой затмила разум,['Зомб']
35865,Май вэй #Myway,['ESTRADARADA']
35866,Yeminler,"['Onur Betin', 'Murat Yaprak']"
35867,Lo Que Tienes Tú,['Max Pizzolante']
35868,The Scene,"['Eskimo Callboy', 'Fronzilla']"
35869,Do What You Want,['The Offspring']
35870,No Reason Why,['The Offspring']
35871,Despacito,"['Madilyn Bailey', 'Leroy Sánchez']"
35872,Victory (Instrumental),['Two Steps from Hell']
35873,Victory (Orchestral),['Two Steps from Hell']
35874,Star Sky,['Two Steps from Hell']
35875,Паранойя,"['Homie', 'Dramma', 'Лёша Свик']"
35876,Natural Mystic,"['Bob Marley', 'The Wailers', 'Ziggy Marley']"
35877,Three Little Birds,"['Bob Marley', 'The Wailers', 'Ziggy Marley']"
35878,Sorry,['Halsey']
35879,Walls Could Talk,['Halsey']
35880,Walls Could Talk,['Halsey']
35881,Go,['The Chemical Brothers']
35882,Tick Tick Boom,['The Hives']
35883,Fly Away,"['TheFatRat', 'Anjulie']"
35884,like that,['Bea Miller']
35885,Move On,"['Deeperise', 'JABBAR']"
35886,Жопы,['The Iron Bees']
35887,Не будь дурой,['Elvira T']
35888,Нас обрекла любовь на счастье,['Стас Михайлов']
35889,"Дико, например",['PHARAOH']
35890,Город Южный,"['Наталья Сенчукова', 'Виктор Рыбин']"
35891,Switch It Up,"['Clav', 'Harlin James']"
35892,The Greatest Team That Never Was,['The Cog is Dead']
35893,Mississippi,['The Secret Sisters']
35894,Perfect Places,['Lorde']
35895,Row Your Boat,['Yelawolf']
35896,The Forest of Wolves,['Peter Crowley']
35897,Индиго,['Дана Соколова']
35898,SIGNAL,['TWICE']
35899,"Больше, чем жизнь",['Джиган']
35900,Не отпускай,['Мы']
35901,Таю,['Мы']
35902,Молоко,['Мы']
35903,Слава Богу я с тобой,['Дмитрий Гревцев']
35904,Like OOH-AHH,['TWICE']
35905,CHEER UP,['TWICE']
35906,TT,['TWICE']
35907,KNOCK KNOCK,['TWICE']
35908,IDGAF,['Dua Lipa']
35909,Нарушим,['Нервы']
35910,Перегорели,['Нервы']
35911,Вороны,['Нервы']
35912,Нервы,['Нервы']
35913,Бей моё сердце,['Нервы']
35914,Батареи,['Нервы']
35915,Курим,['Нервы']
35916,Волшебная,['Нервы']
35917,Будем друзьями,['Нервы']
35918,Глупая,['Нервы']
35919,Вклочья,['Нервы']
35920,Муза,['Нервы']
35921,Глава I - Снежная королева,['Сказки Чёрного Города']
35922,Глава III - Клятва,['Сказки Чёрного Города']
35923,Глава IV - Вкус ночи,['Сказки Чёрного Города']
35924,Глава V - Старьёвщик,['Сказки Чёрного Города']
35925,Глава VII - Ведьмак,['Сказки Чёрного Города']
35926,Глава XI - Потухший маяк,['Сказки Чёрного Города']
35927,Щёчки,['Костя Битеев']
35928,7000000000,['ЖЩ']
35929,Район,['ХЛЕБ']
35930,Pesetas,['Rilès']
35931,Summertime,['K-391']
35932,Wild Eyed,['London Grammar']
35933,Non Believer,['London Grammar']
35934,Ayrılık Zor,"['Feride Hilal Akın', 'Onur Baytan']"
35935,Перед рассветом,['ST']
35936,Идиллия,['ST']
35937,Я Лиза,['Монеточка']
35938,Виктор Дробыш,['Монеточка']
35939,Козырный туз,['Монеточка']
35940,Капитал,['Монеточка']
35941,Завод,['Монеточка']
35942,"Папочка, прости",['Монеточка']
35943,Г. Рубчинский,['Монеточка']
35944,I Got Love,"['Miyagi & Эндшпиль', 'Рем Дигга']"
35945,Босая,['#2Маши']
35946,Весь мир на ладони,['Василий Уриевский']
35947,Wall of Glass,['Liam Gallagher']
35948,Yevarechecha Hora,['Shmuel Achiezer']
35949,Imperial Reggae,['Pannonia Allstars Ska Orchestra']
35950,Broken Clocks,['SZA']
35951,Reckless,['Healy']
35952,Know No Better,"['Major Lazer', 'Travis Scott', 'Camila Cabello', 'Quavo']"
35953,Particula,"['Major Lazer', 'DJ Maphorisa', 'Nasty C', 'Ice Prince', 'Patoranking', 'Jidenna']"
35954,Jump,"['Major Lazer', 'Busy Signal']"
35955,Sua Cara,"['Major Lazer', 'Anitta', 'Pabllo Vittar']"
35956,The Devil You Know,['X Ambassadors']
35957,Roses Are Red,['Aqua']
35958,No Hate,"['Lowriderz', 'Smoky D']"
35959,"Привет, ну как ты там вообще",['HammAli & Navai']
35960,Если бы,"['Кравц', 'Женя Дидур']"
35961,Wonder Woman's Wrath,"['Rupert Gregson-Williams', 'Hans Zimmer']"
35962,To Be Human,"['Sia', 'Labrinth']"
35963,Mind If I Stay,['Kadebostany']
35964,Joy & Sorrow,['Kadebostany']
35965,Early Morning Dreams,['Kadebostany']
35966,Mind If I Stay,['Kadebostany']
35967,I Loved You,"['Dj Sava', 'Irina Rimes']"
35968,Feel It Still,"['Portugal. The Man', 'Ofenbach']"
35969,Silver Lining (Clap Your Hands),['Imany']
35970,Not All Heroes Wear Capes,['Owl City']
35971,Долго и счастливо,['Потомучто']
35972,Меня теперь не бывает,['Потомучто']
35973,Я сожалею,['Потомучто']
35974,Орел или решка,['Потомучто']
35975,Друзья,['Потомучто']
35976,Мой любимый цветок,['Потомучто']
35977,Не очень хорошо,['Потомучто']
35978,Дама с собакой,['Потомучто']
35979,No Glory,"['Skan', 'Krale']"
35980,Let's Just Live,"['Jeff Williams', 'Casey Lee Williams']"
35981,По горам,['Всё_CRAZY']
35982,Everything Now,['Arcade Fire']
35983,the end of all our exploring,['Max Richter']
35984,My Block,['Tortuga']
35985,Until the Light Breaks,['Tortuga']
35986,Respek Your Elders,['Tortuga']
35987,Murky,['Tortuga']
35988,Echo Saw You,['Kaleida']
35989,XO TOUR Llif3,['Fame on Fire']
35990,Моя подруга,['Потомучто']
35991,Путешествие,['Потомучто']
35992,Похмелье,['Потомучто']
35993,Страшно,['Потомучто']
35994,Качок,['Потомучто']
35995,Да ну его,['Потомучто']
35996,Огонек,['Потомучто']
35997,Я больше не верю,['Потомучто']
35998,Дедушка мороз,['Потомучто']
35999,I Will Survive,['Gloria Gaynor']
36000,War of Hearts,['Ruelle']
36001,Странные танцы,['Женя Вилль']
36002,Chipa-Lipa,"['Swanky Tunes', 'The Parakit']"
36003,Attention,['Charlie Puth']
36004,I Promise,['Radiohead']
36005,Free Me,['Sia']
36006,How Many Walls,['Rise Against']
36007,High On Humans,['Oh Wonder']
36008,Marchal: Insight XIV,['Julien Marchal']
36009,Marchal: Insight XV,['Julien Marchal']
36010,Marchal: Insight XVI,['Julien Marchal']
36011,Marchal: Insight XVII,['Julien Marchal']
36012,Marchal: Insight XVIII,['Julien Marchal']
36013,Marchal: Insight XIX,['Julien Marchal']
36014,Marchal: Insight XX,['Julien Marchal']
36015,Marchal: Insight XXI,['Julien Marchal']
36016,Marchal: Insight XXII,['Julien Marchal']
36017,Marchal: Insight XXIII,['Julien Marchal']
36018,Endless Melancholy: November,['Endless Melancholy']
36019,Sad Story (Out Of Luck),"['Merk & Kremont', 'Ady Suleiman']"
36020,Someone To You,['BANNERS']
36021,Disney Classics Medley,"['Alex G', 'Peter Hollens']"
36022,Gummi Bears Theme,['The Disney Afternoon Studio Chorus']
36023,Duck Tales Theme,['The Disney Afternoon Studio Chorus']
36024,Chip 'N' Dale's Rescue Rangers Theme Song,['The Disney Afternoon Studio Chorus']
36025,Darkwing Duck Theme,['The Disney Afternoon Studio Chorus']
36026,"Aloha, E Komo Mai (Theme Song from Lilo & Stitch: The Series)",['Jump5']
36027,Believer,"['Imagine Dragons', 'Kaskade']"
36028,Neck And Neck,"['Zeds Dead', 'Dragonette', 'Dnmo']"
36029,On Top of the World,['Cast - Liv and Maddie']
36030,Boss,['Lil Pump']
36031,Одна на миллион,['Катерина Голицына']
36032,Берегите девочек и цените пацанов,['Паша Proorok']
36033,"Не гляди назад, не гляди...",['Евгений Клячкин']
36034,Damn Fine Coffee,['Mtbrd']
36035,Brother,['Kodaline']
36036,Without You,['Mushmellow']
36037,Falling,['Mushmellow']
36038,Loser,['Mushmellow']
36039,Life,['Mushmellow']
36040,Peinture à l'eau,['Teho']
36041,Mental Pressure,['Comah']
36042,Чайлдфри,['Монеточка']
36043,Марафон,['Noize MC']
36044,F**kin' Problems,['A$AP Rocky']
36045,Death by My Side,['Desolated']
36046,Мы не оставим города свои,['Декабрь']
36047,Дубинушка,['Декабрь']
36048,Young Folks,['City of the Sun']
36049,When the End Comes,['Andrew Belle']
36050,Mescaline,['Fabrizio Fornaci']
36051,Vida Linda,"['Sasha Lopez', 'Ale Blake', 'Angelika Vee']"
36052,Don't Matter Now,['George Ezra']
36053,Honey and Milk,['Andrew Belle']
36054,Whoopsy Daisy,"['Wolfgang Löhr', 'Balduin', 'Sebastian Daws']"
36055,Volga,['Cream Soda']
36056,Breaking Point,['Unaverage Gang']
36057,Ласковый зверь,"['9 грамм', 'Alina Orlova']"
36058,Вы думали,['Индульгенция']
36059,Pussy Riot,['Индульгенция']
36060,Не для меня,['Индульгенция']
36061,Где? Там!,['Индульгенция']
36062,Вова,['Индульгенция']
36063,Достало всё,['Индульгенция']
36064,В теме,['Индульгенция']
36065,Анархия,['Индульгенция']
36066,Свобода,['Индульгенция']
36067,Последний день на земле,['Индульгенция']
36068,Я враг государства,['Индульгенция']
36069,Сегодня в моде,['Индульгенция']
36070,Военнонеобязанный,['Индульгенция']
36071,Чужие люди,['Индульгенция']
36072,Мы будем вместе,['Индульгенция']
36073,Нас не сломить,['Индульгенция']
36074,Мы под ваши флаги не встанем никогда,['Индульгенция']
36075,Tainted Love,['Soft Cell']
36076,Ты или нет,['Маленький принц']
36077,Мозги & деньги,['Комсомольск']
36078,Орфей,['Комсомольск']
36079,Flex Like Ouu,['Lil Pump']
36080,Rich Friends,['Portugal. The Man']
36081,Cold City Blues,['Sons Of Otis']
36082,D Rose,['Lil Pump']
36083,I Want Something Just Like This,['Felix Zimmer']
36084,Careless,['NEFFEX']
36085,Обратная сторона,['BY Effect']
36086,Холод истин,['BY Effect']
36087,Легион 2012,['BY Effect']
36088,Не Война,['BY Effect']
36089,Roulette,['Katy Perry']
36090,Was ist hier los?,['Eisbrecher']
36091,Something Just Like This,"['Coldplay', 'The Chainsmokers']"
36092,Obscura Kisses,['Summer Of Haze']
36093,Вылечусь,['Бьянка']
36094,Walk with the Dreamers,"['Ambala', 'Laid Back']"
36095,Too Late,['Mounika.']
36096,It's Impossible,['Perry Como']
36097,Magic Moments,['Perry Como']
36098,I Only Lie When I Love You,['Royal Blood']
36099,One,['The Birthday Massacre']
36100,Under Your Spell,['The Birthday Massacre']
36101,Games,['The Birthday Massacre']
36102,Golden Gate,['RIOPY']
36103,Drop It,['Aero Chord']
36104,Live In The Moment,['Portugal. The Man']
36105,Keep On,['Portugal. The Man']
36106,Mr. Lonely,"['Portugal. The Man', 'Fat Lip']"
36107,Сладкая,['Артур Халатов']
36108,Прости меня,"['Сергей Лазарев', 'Дима Билан']"
36109,Inspired,['Miley Cyrus']
36110,2U,"['David Guetta', 'Justin Bieber']"
36111,Strength of a Thousand Men,['Two Steps from Hell']
36112,Welcome To New York,['Taylor Swift']
36113,Blank Space,['Taylor Swift']
36114,Style,['Taylor Swift']
36115,Out Of The Woods,['Taylor Swift']
36116,All You Had To Do Was Stay,['Taylor Swift']
36117,I Wish You Would,['Taylor Swift']
36118,Bad Blood,['Taylor Swift']
36119,Wildest Dreams,['Taylor Swift']
36120,How You Get The Girl,['Taylor Swift']
36121,This Love,['Taylor Swift']
36122,I Know Places,['Taylor Swift']
36123,Clean,['Taylor Swift']
36124,Wonderland,['Taylor Swift']
36125,You Are In Love,['Taylor Swift']
36126,New Romantics,['Taylor Swift']
36127,Богиня,['Luxor']
36128,Я мать,['Юлия Проскурякова']
36129,Держи,['Дима Билан']
36130,Я хочу быть с ней,['Natan']
36131,"Не зови, не слышу","['Стас Михайлов', 'Елена Север']"
36132,Rhythm Is A Dancer,['Cristian Poow']
36133,Градиент рассвета,['Молчание Моря']
36134,"То, что я должен сказать","['CVPELLV', 'Наадя']"
36135,"Codrule, Mărite Domn",['Subcarpați']
36136,M-a Facut Muma Frumoasă,"['Subcarpați', 'Georgiana Manaila']"
36137,Dă Cu Arcu',"['Subcarpați', 'Madalina Paval']"
36138,Пацаны с панк-рока,['Индульгенция']
36139,Я не верю больше никому,['Индульгенция']
36140,Псевдо-анархисты,['Индульгенция']
36141,Наша вина,['Индульгенция']
36142,Мегаполис,['Индульгенция']
36143,Когда же я поумнею,['Индульгенция']
36144,Ломая систему,['Индульгенция']
36145,41-й год,['Индульгенция']
36146,Звери,['Индульгенция']
36147,Феминистка,['Индульгенция']
36148,Дети 90-х,['Индульгенция']
36149,Любовь не имеет границ,['Индульгенция']
36150,Встречаю рассвет,['Индульгенция']
36151,GIRLS GIRLS,['Icona Pop']
36152,Ulfhednar,['Danheim']
36153,New York,['Andrew Belle']
36154,Bad Blood,"['Taylor Swift', 'Kendrick Lamar']"
36155,J'ai tout oublié,"['Marc Lavoine', 'Cristina Marocco']"
36156,J'espère,"['Marc Lavoine', 'Quynh Anh']"
36157,Instruction,"['Jax Jones', 'Demi Lovato', 'Stefflon Don']"
36158,Never Let Me Let You Go,['Shawn Hook']
36159,The Louvre,['Lorde']
36160,FEEL NOTHING,['The Plot in You']
36161,Драйв,"['Асет Самраилова', 'Никита Лелявин']"
36162,Прошлые дни,['Асет Самраилова']
36163,Run That Race,['Dan Auerbach']
36164,Glory Days,['Andra Day']
36165,Walking The Wire,['Imagine Dragons']
36166,People Are Strange,['The Cog is Dead']
36167,How Did We Get So Dark?,['Royal Blood']
36168,She's Creeping,['Royal Blood']
36169,Look Like You Know,['Royal Blood']
36170,Where Are You Now?,['Royal Blood']
36171,Don't Tell,['Royal Blood']
36172,Hole in Your Heart,['Royal Blood']
36173,Sleep,['Royal Blood']
36174,Found What I've Been Looking For,['Tom Grennan']
36175,Krusty Krub Power Mix,['Master Clan']
36176,Gladiator (Theme From),['Maksim']
36177,Cola,"['Elderbrook', 'CamelPhat']"
36178,Mr. Romantic,"['Don Omar', 'Mike Stanley']"
36179,Фокусы,"['GUF', 'SLIMUS']"
36180,Хватит,"['GUF', 'SLIMUS']"
36181,В основе,"['GUF', 'SLIMUS']"
36182,Акварель,['FEDUK']
36183,Пойдём со мной,['Малиновский']
